longitude,latitude,OBJECTID,market_settlement_name,product_description,secondary_editor,editor,other_market_type_goods,market_type_goods,source,timestamp,market_name,market_days_monday,market_days_tuesday,market_days_wednesday,market_days_thursday,market_days_friday,market_days_saturday,market_days_sunday,total_market_days,wardcode,id,lat,lon
6.316060724,4.689818723,110081,Ogbia Town,Food Stuff Mixed Other,,racheal.olarewaju,Electronic,Food Stuff Mixed Other,eHA_Polio,2017/04/27 06:30:28+00,Ogbia Town Market,Yes,,,,Yes,,,2,BYSGBB05,110081,4.69,6.32
5.01569,7.00506,110082,Owena Egbeda,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Owena Egbeda Market,,,,,,,,,ODSIDNE05,110082,7.01,5.02
5.15882,7.01674,110083,Ayede,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ayede Market,,,,,,,,,ODSIDNE08,110083,7.02,5.16
5.0945,7.14105,110084,Alade Idanre,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Alade Idanre Market,,,,,,,,,ODSIDNE01,110084,7.14,5.09
4.72367,7.16953,110085,General,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,General Market,,,,,,,,,ODSIOU07,110085,7.17,4.72
5.06406,7.23497,110086,Aponmu Long,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Aponmu Long Market,,,,,,,,,ODSIDNE10,110086,7.23,5.06
5.11405,7.34852,110087,Ilaramoko,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ilaramoko Market,,,,,,,,,ODSIDE07,110087,7.35,5.11
5.17158,7.36011,110088,Ijare,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ijare Market,,,,,,,,,ODSIDE05,110088,7.36,5.17
5.17369,7.36511,110089,Araromi Omoladun,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Araromi Omoladun Market,,,,,,,,,ODSIDE05,110089,7.37,5.17
5.08498,7.38226,110090,Ero,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ero Market,,,,,,,,,ODSIDE01,110090,7.38,5.08
5.0692,7.40105,110091,Isarun,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Isarun Market,,,,,,,,,ODSIDE10,110091,7.4,5.07
5.05665,7.41171,110092,Igbara Oke,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Igbara Oke Market,,,,,,,,,ODSIDE02,110092,7.41,5.06
5.14154,7.07776,110093,Apefon,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Apefon Market,,,,,,,,,ODSIDNE07,110093,7.08,5.14
4.74164,7.12063,110094,Asana Tatonmi,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Asana Tatonmi Market,,,,,,,,,ODSIOU10,110094,7.12,4.74
5.01216,7.26887,110095,Kolawole,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Kolawole Market,,,,,,,,,ODSIOU05,110095,7.27,5.01
5.15055,7.3453,110096,Ikota,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ikota Market,,,,,,,,,ODSIDE06,110096,7.35,5.15
5.06666,7.4548,110097,Ibuji,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ibuji Market,,,,,,,,,ODSIDE01,110097,7.45,5.07
4.85276,6.42275,110098,Igbogi I Camp,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Igbogi I Camp Market,,,,,,,,,ODSIAE05,110098,6.42,4.85
4.72558,6.43321,110099,Ode Erinje,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ode Erinje Market,,,,,,,,,ODSPUP03,110099,6.43,4.73
4.89205,6.44235,110100,Sabome,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Sabome Market,,,,,,,,,ODSESO03,110100,6.44,4.89
5.12094,6.46329,110101,Ode Iyansan,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ode Iyansan Market,,,,,,,,,ODSIRL10,110101,6.46,5.12
4.88949,6.47808,110102,Ode Omi,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ode Omi Market,,,,,,,,,ODSIRL09,110102,6.48,4.89
4.7893,6.49242,110103,Ayeka,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ayeka Market,,,,,,,,,ODSPUP01,110103,6.49,4.79
4.78996,6.49577,110104,Igbodigho,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Igbodigho Market,,,,,,,,,ODSPUP01,110104,6.5,4.79
4.69188,6.50283,110105,Ikoya Town,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ikoya Town Market,,,,,,,,,ODSPUP06,110105,6.5,4.69
4.64016,6.52573,110106,Ilutitun,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ilutitun Market,,,,,,,,,ODSPUP08,110106,6.53,4.64
4.74822,6.5491,110107,Farm Settlement,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Farm Settlement Market,,,,,,,,,ODSPUP12,110107,6.55,4.75
4.63807,6.57508,110108,Igbotako,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Igbotako Market,,,,,,,,,ODSPUP02,110108,6.58,4.64
5.05928,6.57722,110109,Atoranse Central,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Atoranse Central Market,,,,,,,,,ODSIRL07,110109,6.58,5.06
4.91192,6.65974,110110,Ipetu Camp,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ipetu Camp Market,,,,,,,,,ODSODI02,110110,6.66,4.91
4.52534,6.67676,110111,Koseru,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Koseru Market,,,,,,,,,ODSODI07,110111,6.68,4.53
4.54022,6.68614,110112,Ifarapanu,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ifarapanu Market,,,,,,,,,ODSODI07,110112,6.69,4.54
4.50954,6.72473,110113,Kajola Camp,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Kajola Camp Market,,,,,,,,,ODSODI09,110113,6.72,4.51
4.56668,6.72555,110114,Mile 49 Mobolorunduro,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Mile 49 Mobolorunduro Market,,,,,,,,,ODSODI09,110114,6.73,4.57
4.87987,6.75019,110115,Ore,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ore Market,,,,,,,,,ODSODI10,110115,6.75,4.88
4.87203,6.79505,110116,Odigbo,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Odigbo Market,,,,,,,,,ODSODI08,110116,6.8,4.87
4.59108,6.82434,110117,Legere,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Legere Market,,,,,,,,,ODSODI09,110117,6.82,4.59
4.86133,6.82861,110118,Omifon,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Omifon Market,,,,,,,,,ODSODI08,110118,6.83,4.86
4.85419,6.89537,110119,Ajue,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ajue Market,,,,,,,,,ODSODI04,110119,6.9,4.85
4.89739,6.90113,110120,Oro Kingdom,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Oro Kingdom Market,,,,,,,,,ODSODI04,110120,6.9,4.9
4.95692,6.98944,110121,Asanta Oja,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Asanta Oja Market,,,,,,,,,ODSOET01,110121,6.99,4.96
4.97138,7.1209,110122,Fagbo Oja,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Fagbo Oja Market,,,,,,,,,ODSOET04,110122,7.12,4.97
4.96439,7.16891,110123,Bolorunduro,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Bolorunduro Market,,,,,,,,,ODSOET02,110123,7.17,4.96
5.74813,7.52013,110124,Okore,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Okore Market,,,,,,,,,ODSANE12,110124,7.52,5.75
5.7507,7.52273,110125,Osele,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Osele Market,,,,,,,,,ODSANE11,110125,7.52,5.75
5.76347,7.52416,110126,Alapata New,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Alapata New Market,,,,,,,,,ODSANE06,110126,7.52,5.76
5.78342,7.52879,110127,Ugbe Akoko,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ugbe Akoko Market,,,,,,,,,ODSANE07,110127,7.53,5.78
5.76616,7.53437,110128,Ikareakoko,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ikareakoko Market,,,,,,,,,ODSANE04,110128,7.53,5.77
5.85232,7.53542,110129,Iboropa Ako,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Iboropa Ako Market,,,,,,,,,ODSANE07,110129,7.54,5.85
5.94162,7.63287,110130,Akunnu,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Akunnu Market,,,,,,,,,ODSANE08,110130,7.63,5.94
4.64572,6.49766,110131,Ode Igbisin,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ode Igbisin Market,,,,,,,,,ODSPUP06,110131,6.5,4.65
4.83013,6.58737,110132,Agbabu,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Agbabu Market,,,,,,,,,ODSPUP11,110132,6.59,4.83
4.9735,6.84744,110133,Ariyo 2,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ariyo Ii Market,,,,,,,,,ODSODI08,110133,6.85,4.97
4.8832,6.92825,110134,Igborowo,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Igborowo Market,,,,,,,,,ODSODI04,110134,6.93,4.88
5.91582,7.51275,110135,Ise Akoko,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ise Akoko Market,,,,,,,,,ODSANE07,110135,7.51,5.92
5.91628,7.55663,110136,Auga Akoko,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Auga Akoko Market,,,,,,,,,ODSANE08,110136,7.56,5.92
5.5913,6.78327,110137,Okeluse,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Okeluse Market,,,,,,,,,ODSOSE11,110137,6.78,5.59
5.70854,6.82562,110138,Arimogija,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Arimogija Market,,,,,,,,,ODSOSE10,110138,6.83,5.71
5.60559,6.84789,110139,Ute,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ute Market,,,,,,,,,ODSOSE12,110139,6.85,5.61
5.75729,6.86771,110140,Imoru,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Imoru Market,,,,,,,,,ODSOSE10,110140,6.87,5.76
5.7659,6.92845,110141,Ifon,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ifon Market,,,,,,,,,ODSOSE06,110141,6.93,5.77
5.77513,6.93039,110142,Okuta,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Okuta Market,,,,,,,,,ODSOSE05,110142,6.93,5.78
5.78282,6.93807,110143,Ikaro,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ikaro Market,,,,,,,,,ODSOSE08,110143,6.94,5.78
5.71518,7.01052,110144,Elegbeka Village,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Elegbeka Village Market,,,,,,,,,ODSOSE08,110144,7.01,5.72
5.67348,7.13393,110145,Ipele,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ipele Market,,,,,,,,,ODSOWO08,110145,7.13,5.67
5.69655,7.15223,110146,Alao Village,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Alao Village Market,,,,,,,,,ODSOWO08,110146,7.15,5.7
5.62527,7.1683,110147,Ajiyoko,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ajiyoko Market,,,,,,,,,ODSOWO10,110147,7.17,5.63
5.62518,7.16832,110148,Jos Motors Village,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Jos Motors Village Market,,,,,,,,,ODSOWO10,110148,7.17,5.63
5.61859,7.17065,110149,Ayegunle,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ayegunle Market,,,,,,,,,ODSOWO10,110149,7.17,5.62
5.61369,7.17742,110150,Irowo,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Irowo Market,,,,,,,,,ODSOWO10,110150,7.18,5.61
5.61351,7.17966,110151,Annye,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Annye Market,,,,,,,,,ODSOWO10,110151,7.18,5.61
5.6244,7.18711,110152,Utelu I,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Utelu I Market,,,,,,,,,ODSOWO10,110152,7.19,5.62
5.57706,7.1899,110153,Anante,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Anante Market,,,,,,,,,ODSOWO02,110153,7.19,5.58
5.5837,7.19544,110154,Oba'S,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,ObaS Market,,,,,,,,,ODSOWO04,110154,7.2,5.58
5.57204,7.20251,110155,Sadibo,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Sadibo Market,,,,,,,,,ODSOWO02,110155,7.2,5.57
5.58391,7.22106,110156,Isuada,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Isuada Market,,,,,,,,,ODSOWO03,110156,7.22,5.58
5.50624,7.24106,110157,Express,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Express Market,,,,,,,,,ODSOWO11,110157,7.24,5.51
5.62,7.25633,110158,Upenmen,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Upenmen Market,,,,,,,,,ODSOWO03,110158,7.26,5.62
5.3737,7.25939,110159,Ayede Ogbese,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ayede Ogbese Market,,,,,,,,,ODSAKN08,110159,7.26,5.37
5.82246,7.26724,110160,Owani,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Owani Market,,,,,,,,,ODSOSE02,110160,7.27,5.82
5.42452,7.27331,110161,Uso,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Uso Market,,,,,,,,,ODSOWO11,110161,7.27,5.42
5.3058,7.27351,110162,Eleyowo Camp,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Eleyowo Camp Market,,,,,,,,,ODSAKN03,110162,7.27,5.31
5.62587,7.27863,110163,Ago Panu Village,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ago Panu Village Market,,,,,,,,,ODSOWO03,110163,7.28,5.63
5.84603,7.29629,110164,Idoani Main,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Idoani Main Market,,,,,,,,,ODSOSE02,110164,7.3,5.85
5.89772,7.30006,110165,Sara,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Sara Market,,,,,,,,,ODSOSE04,110165,7.3,5.9
5.89903,7.30295,110166,Oja Oba,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Market Oja Oba,,,,,,,,,ODSOSE04,110166,7.3,5.9
5.82763,7.36828,110167,Afo,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Afo Market,,,,,,,,,ODSOSE01,110167,7.37,5.83
5.95177,7.36903,110168,Ipesi Akoko,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ipesi Akoko Market,,,,,,,,,ODSASE06,110168,7.37,5.95
5.91727,7.38896,110169,Ifira Akoko,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ifira Akoko Market,,,,,,,,,ODSASE03,110169,7.39,5.92
5.92286,7.40692,110170,Federal,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Federal Market,,,,,,,,,ODSASE11,110170,7.41,5.92
5.86105,7.41479,110171,Ipe Akoko,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ipe Akoko Market,,,,,,,,,ODSASE04,110171,7.41,5.86
5.96149,7.44779,110172,Eti Ose,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Eti Ose Market,,,,,,,,,ODSASE08,110172,7.45,5.96
5.86397,7.45689,110173,Epinmi Akoko,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Epinmi Akoko Market,,,,,,,,,ODSASE01,110173,7.46,5.86
5.76612,7.56386,110174,Arigidi Akoko,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Arigidi Akoko Market,,,,,,,,,ODSANW03,110174,7.56,5.77
5.70678,7.57411,110175,Ogbagi Akoko,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ogbagi Akoko Market,,,,,,,,,ODSANW08,110175,7.57,5.71
5.67157,7.57925,110176,Oke Igbo,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Oke Igbo Market,,,,,,,,,ODSANW09,110176,7.58,5.67
5.81543,7.58728,110177,Erusu Akoko,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Erusu Akoko Market,,,,,,,,,ODSANW04,110177,7.59,5.82
5.67068,7.58842,110178,Irun Akoko,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Irun Akoko Market,,,,,,,,,ODSANW07,110178,7.59,5.67
5.85613,7.60468,110179,Ikaram Akoko,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ikaram Akoko Market,,,,,,,,,ODSANW06,110179,7.6,5.86
5.6977,7.6111,110180,Ese,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ese Market,,,,,,,,,ODSANW05,110180,7.61,5.7
5.88058,7.63819,110181,Igedegede,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Igedegede Market,,,,,,,,,ODSANW02,110181,7.64,5.88
5.79826,7.72393,110182,Igasi Akoko,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Igasi Akoko Market,,,,,,,,,ODSANW02,110182,7.72,5.8
5.74386,6.96302,110183,Ori Ohin,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ori Ohin Market,,,,,,,,,ODSOSE08,110183,6.96,5.74
5.26655,7.20925,110184,Ilado,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ilado Market,,,,,,,,,ODSAKN02,110184,7.21,5.27
5.3849,7.2606,110185,Okeodo Village,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Okeodo Village Market,,,,,,,,,ODSAKN08,110185,7.26,5.38
5.46608,7.26453,110186,Amurin,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Amurin Market,,,,,,,,,ODSOWO11,110186,7.26,5.47
5.92014,7.42727,110187,Sosan Akoko,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Sosan Akoko Market,,,,,,,,,ODSASE11,110187,7.43,5.92
5.91592,7.4575,110188,Isua Akoko,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Isua Akoko Market,,,,,,,,,ODSASE08,110188,7.46,5.92
5.74818,7.59311,110189,Iye Akoko,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Iye Akoko Market,,,,,,,,,ODSANW03,110189,7.59,5.75
5.70788,7.30958,110190,Ugbowoye,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ugbowoye Market,,,,,,,,,ODSASW09,110190,7.31,5.71
5.67165,7.31617,110191,Ose Oba,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ose Oba Market,,,,,,,,,ODSASW09,110191,7.32,5.67
5.72745,7.37149,110192,Oja Oba Ulede,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Oja Oba Ulede,,,,,,,,,ODSASW09,110192,7.37,5.73
5.7216,7.37518,110193,Oba Akoko,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Oba Akoko Market,,,,,,,,,ODSASW10,110193,7.38,5.72
5.78046,7.37563,110194,Ikun Akoko,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ikun Akoko Market,,,,,,,,,ODSASW08,110194,7.38,5.78
5.77048,7.4397,110195,Ebo Iwaro,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ebo Market Iwaro,,,,,,,,,ODSASW04,110195,7.44,5.77
5.76441,7.44337,110196,Iwaro Oka,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Iwaro Oka Market,,,,,,,,,ODSASW13,110196,7.44,5.76
5.68954,7.44676,110197,Supare Akoko,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Supare Akoko Market,,,,,,,,,ODSASW14,110197,7.45,5.69
5.80326,7.45711,110198,Oka Akoko,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Oka Akoko Market,,,,,,,,,ODSASW07,110198,7.46,5.8
5.73595,7.46993,110199,Akungba Akoko,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Akungba Akoko Market,,,,,,,,,ODSASW02,110199,7.47,5.74
4.91964,6.34042,110200,Kiribo,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Kiribo Market,,,,,,,,,ODSESO01,110200,6.34,4.92
4.92157,6.42685,110201,Ajagba,,,racheal.olarewaju,,,OSGOF,2019/02/27 06:32:04+00,Ajagba Market,,,,,,,,,ODSESO04,110201,6.43,4.92
7.94917,6.65128,110202,Ojala,,,racheal.olarewaju,,,OSGOF,2017/07/13 04:25:58+00,Ojala Market,,,,,,,,,BNSGMU02,110202,6.65,7.95
8.03733,6.94725,110203,Avarichi,,,racheal.olarewaju,,,OSGOF,2017/07/13 04:25:58+00,Avarichi Market,,,,,,,,,BNSGMU09,110203,6.95,8.04
8.05748,6.9335,110204,Udebo,,,racheal.olarewaju,,,OSGOF,2017/07/13 04:25:58+00,Udebo Market,,,,,,,,,BNSGMU09,110204,6.93,8.06
8.0683,6.7713,110205,Ebia,,,racheal.olarewaju,,,OSGOF,2017/07/13 04:25:58+00,Ebia Market,,,,,,,,,BNSGMU06,110205,6.77,8.07
7.82724,7.93437,110206,Usha Abuja,,,racheal.olarewaju,,,OSGOF,2017/07/13 04:25:58+00,Usha Abuja Market,,,,,,,,,BNSGTU10,110206,7.93,7.83
7.91319,7.88956,110207,Obagaji,,,racheal.olarewaju,,,OSGOF,2017/07/13 04:25:58+00,Obagaji Market,,,,,,,,,BNSGTU03,110207,7.89,7.91
8.00725,7.87218,110208,Aila,,,racheal.olarewaju,,,OSGOF,2017/07/13 04:25:58+00,Aila Market,,,,,,,,,BNSGTU01,110208,7.87,8.01
8.97242,7.66334,110209,Mbasev II,,,racheal.olarewaju,,,OSGOF,2017/07/13 04:25:58+00,Mbasev II Market,,,,,,,,,BNSBKB11,110209,7.66,8.97
9.03967,7.50835,110210,Mbajande,,,racheal.olarewaju,,,OSGOF,2017/07/13 04:25:58+00,Mbajande Market,,,,,,,,,BNSBKB11,110210,7.51,9.04
9.08759,7.55068,110211,Mbaali,,,racheal.olarewaju,,,OSGOF,2017/07/13 04:25:58+00,Mbaali Market,,,,,,,,,BNSBKB05,110211,7.55,9.09
9.10576,7.21247,110212,Mbaaayev II,,,racheal.olarewaju,,,OSGOF,2017/07/13 04:25:58+00,Mbaaayev II Market,,,,,,,,,BNSBKB10,110212,7.21,9.11
9.11638,7.53106,110213,Mbasar,,,racheal.olarewaju,,,OSGOF,2017/07/13 04:25:58+00,Mbasar Market,,,,,,,,,BNSBKB05,110213,7.53,9.12
9.12675,7.487828,110214,Mbaagbanya,,,racheal.olarewaju,,,OSGOF,2017/07/13 04:25:58+00,Mbaagbanya Market,,,,,,,,,BNSBKB05,110214,7.49,9.13
9.14481,7.49666,110215,Mbanyion,,,racheal.olarewaju,,,OSGOF,2017/07/13 04:25:58+00,Mbanyion Market,,,,,,,,,BNSBKB05,110215,7.5,9.14
9.19916,7.24945,110216,Tyowanye,,,racheal.olarewaju,,,OSGOF,2017/07/13 04:25:58+00,Tyowanye Market,,,,,,,,,BNSBKB13,110216,7.25,9.2
9.20045,7.45867,110217,Buruku Town,,,racheal.olarewaju,,,OSGOF,2017/07/13 04:25:58+00,Buruku Town Market,,,,,,,,,BNSBKB05,110217,7.46,9.2
9.22799,7.15764,110218,Abakwa,,,racheal.olarewaju,,,OSGOF,2017/07/13 04:25:58+00,Abakwa Market,,,,,,,,,BNSBKB04,110218,7.16,9.23
9.23056,7.3335,110219,Gile 1,,,racheal.olarewaju,,,OSGOF,2017/07/13 04:25:58+00,Gile I Market,,,,,,,,,BNSBKB09,110219,7.33,9.23
9.24057,7.4879,110220,Mbamaashi,,,racheal.olarewaju,,,OSGOF,2017/07/13 04:25:58+00,Mbamaashi Market,,,,,,,,,BNSBKB01,110220,7.49,9.24
9.25338,7.32941,110221,Mbaanya,,,racheal.olarewaju,,,OSGOF,2017/07/13 04:25:58+00,Mbaanya Market,,,,,,,,,BNSBKB09,110221,7.33,9.25
8.09915,7.27726,110222,Junction,,,racheal.olarewaju,,,OSGOF,2017/07/13 04:25:58+00,Junction Market,,,,,,,,,BNSTKP06,110222,7.28,8.1
8.64674,7.29849,110223,Ikyumbur,,,racheal.olarewaju,,,OSGOF,2017/07/13 04:25:58+00,Ikyumbur Market,,,,,,,,,BNSTSE03,110223,7.3,8.65
8.71585,7.36021,110224,Ujon,,,racheal.olarewaju,,,OSGOF,2017/07/13 04:25:58+00,Ujon Market,,,,,,,,,BNSGBK06,110224,7.36,8.72
8.76345,7.26198,110225,Mbawuadi,,,racheal.olarewaju,,,OSGOF,2017/07/13 04:25:58+00,Mbawuadi Market,,,,,,,,,BNSGBK08,110225,7.26,8.76
8.79475,7.24473,110226,Mbaabera,,,racheal.olarewaju,,,OSGOF,2017/07/13 04:25:58+00,Mbaabera Market,,,,,,,,,BNSGBK08,110226,7.24,8.79
8.83071,7.24043,110227,Mbaakuna,,,racheal.olarewaju,,,OSGOF,2017/07/13 04:25:58+00,Mbaakuna Market,,,,,,,,,BNSGBK08,110227,7.24,8.83
8.83199,7.39256,110228,Mbaajuna,,,racheal.olarewaju,,,OSGOF,2017/07/13 04:25:58+00,Mbaajuna Market,,,,,,,,,BNSGBK15,110228,7.39,8.83
8.86914,7.32994,110229,Mbaanaza,,,racheal.olarewaju,,,OSGOF,2017/07/13 04:25:58+00,Mbaanaza Market,,,,,,,,,BNSGBK12,110229,7.33,8.87
8.87519,7.4099,110230,Mbaswa Mbazowo,,,racheal.olarewaju,,,OSGOF,2017/07/13 04:25:58+00,Mbaswa Mbazowo Market,,,,,,,,,BNSGBK13,110230,7.41,8.88
8.88793,7.40559,110231,Mbatiewe Mbaakuma,,,racheal.olarewaju,,,OSGOF,2017/07/13 04:25:58+00,Mbatiewe Mbaakuma Market,,,,,,,,,BNSGBK13,110231,7.41,8.89
8.89389,7.42317,110232,Mbaswa Mbaakwa,,,racheal.olarewaju,,,OSGOF,2017/07/13 04:25:58+00,Mbaswa Mbaakwa Market,,,,,,,,,BNSGBK13,110232,7.42,8.89
